theta1,theta2
-3.178304902273546700e-02,3.694388834868940485e-02
2.048902437089009099e-03,5.503102043506240271e-02
1.086811037542708275e-01,1.212822105704128295e-03
8.912046266815673579e-03,4.404879300872723003e-02
6.295558517021734857e-02,-1.594499762626515327e-02
6.740543958422234860e-02,-6.091184800589534432e-02
9.648607714717635786e-02,3.748662433406807493e-02
9.470004078125046632e-02,9.928603866589967575e-03
1.527919123872743534e-01,1.597171224672655487e-02
2.145240529996685352e-01,-4.178286894845215094e-03
1.518458933901547514e-01,-8.014987205899005984e-02
1.331646865048577155e-01,-1.797975495149759656e-02
1.373996683405028785e-01,-1.046078220867331654e-01
1.468221105209695787e-01,-1.060167851028609859e-01
1.570319839516739480e-01,-1.206668152694245627e-01
1.618755093043006410e-01,-7.573877344120651112e-02
2.004709136698445138e-01,-2.208478624257688427e-02
1.401532755789394180e-01,1.158015114875730750e-01
1.076746711886086560e-01,1.029878146595739757e-01
1.161039695743495276e-01,2.920342119874176634e-02
1.440813162894682975e-01,3.671961552850281502e-02
1.144499041491067459e-01,-5.346395212655368628e-02
6.528231961993741228e-02,1.659265969358297149e-02
7.223986157255160578e-02,5.027625223749578043e-02
1.114433104204681224e-01,1.136155317460253722e-02
1.114433104204681224e-01,1.136155317460253722e-02
1.021028832758171662e-01,7.008515323633790484e-02
1.141804170641737698e-01,7.228779547389575788e-02
1.488311030484094077e-01,1.719230322517173448e-02
7.498868607054753888e-02,-4.481601961970423098e-02
7.498868607054753888e-02,-4.481601961970423098e-02
7.979469499203895033e-02,-1.448495191369667534e-01
-1.331234297022823587e-02,-8.607773130713756993e-02
-2.762842169697501266e-02,-5.991988441846238939e-02
-6.125403484747718452e-02,-5.013925848653927320e-02
4.301047266463575713e-03,3.705963862138456077e-02
-1.128355270590395421e-01,-3.501523490380054060e-02
-1.575533943616316546e-01,1.395304561634019835e-02
-1.603692026089555134e-01,6.321265020539548751e-02
-1.056325809425378293e-01,6.753341587520553246e-02
-1.499794819489645992e-01,4.274343930599101143e-02
-1.442070576404895221e-01,4.003389990110447355e-02
-1.548492157967271132e-01,2.167705006979727886e-02
-2.393834560563499469e-01,6.833152163353793662e-02
-2.228389170319632628e-01,1.246254599740440061e-03
-2.363224706355039895e-01,5.713201124376988960e-02
-2.852543450659875690e-01,6.910105578091180201e-02
-3.192923147355937741e-01,1.127017725551408278e-01
-3.192923147355937741e-01,1.127017725551408278e-01
-3.789936453930867755e-01,1.900438571373438135e-01
-3.428026446060614130e-01,1.586885517394052703e-01
-4.328450864617844340e-01,1.884405703753584682e-01
-3.850588268142228765e-01,1.891297086069021471e-01
-3.619521146192442584e-01,2.553652309599349080e-01
-3.239850731069090495e-01,2.493408360281507974e-01
-2.601037853984343728e-01,3.818209429630465834e-01
-3.092183975603058910e-01,4.326720190431273538e-01
-3.029247310592997899e-01,4.724461836105815493e-01
-3.349864214521525163e-01,5.118363832497734300e-01
-4.152922357417631605e-01,5.148967334481370228e-01
-4.230310194386018297e-01,5.093474567345829263e-01
-4.155897692239941543e-01,5.644086939111588874e-01
-4.398765716233953849e-01,5.273464096621253150e-01
-4.726589031592097756e-01,5.278516626222676811e-01
-4.045733303479098764e-01,5.637046702350375638e-01
-4.102371216259806386e-01,5.006198844869763631e-01
-4.580839305914390369e-01,4.055811780677272549e-01
-4.155826456837999894e-01,3.540583514789379938e-01
-4.436573585952574561e-01,3.610941914140158304e-01
-4.050835685542802933e-01,3.030066950862688180e-01
-4.050835685542802933e-01,3.030066950862688180e-01
-4.225745738910769433e-01,2.487270307903716449e-01
-3.881081145492100704e-01,1.927389853696196698e-01
-3.871704782486765639e-01,2.567508799924667628e-01
-3.019033411160880753e-01,3.166348412191422046e-01
-3.270948050453466593e-01,3.095315205378545431e-01
-2.481088660409963564e-01,2.971885619542233847e-01
-3.123909890829553726e-01,2.844656387754276317e-01
-2.902691434389196301e-01,3.134702251003277929e-01
-3.373518799850388494e-01,2.777154265061358429e-01
-2.600875129693542287e-01,2.315418978024199048e-01
-2.431106767985885819e-01,2.496746620911702297e-01
-2.916200586265886852e-01,3.342421421663062664e-01
-3.140308756117646261e-01,3.847684950166340156e-01
-2.811580442773064514e-01,2.845842894317931471e-01
-3.050777056443891300e-01,3.030611652679324752e-01
-2.881425126473706189e-01,2.365023253986514029e-01
-2.575464014932684065e-01,2.271523166670615379e-01
-2.452410807041532914e-01,2.829703892587764336e-01
-3.120126105840019815e-01,3.783687355906169003e-01
-2.666972737009197791e-01,4.184263336886619444e-01
-2.161699523975138260e-01,4.141024001368047158e-01
-2.381941265255560214e-01,4.234373863541393002e-01
-2.268435999025201488e-01,3.718957500927753124e-01
-2.194984162567268360e-01,3.885914341604373989e-01
-2.076487632023023833e-01,3.771156973074041296e-01
-1.667008754008994786e-01,4.735833645078022514e-01
-1.744563830445015895e-01,4.456504768465808786e-01
-1.193522362827049710e-01,5.180934956623053367e-01
-1.199035432489082287e-01,5.758621099928246112e-01
-1.199035432489082287e-01,5.758621099928246112e-01
-7.549451209206595181e-02,5.778997767962562593e-01
-1.204651614209525934e-01,5.871560846431420622e-01
-5.390464976769068772e-02,6.096294069679852878e-01
-1.346003749918375098e-02,6.064069430260774496e-01
1.139438452960222711e-03,5.942491896371172588e-01
1.139438452960222711e-03,5.942491896371172588e-01
-4.041393137814501546e-02,6.747685395673990172e-01
-2.820908012304293444e-03,6.197151975299696192e-01
3.021543424910861503e-02,6.448721958665346587e-01
6.160173690611187719e-02,6.136825412644082434e-01
1.170018980754578691e-02,5.740332085708976795e-01
-4.033034418667956478e-02,5.217260085330139852e-01
-6.443132093519740589e-02,4.461745741134217624e-01
-1.441147526901390141e-02,4.103363414776436957e-01
-6.537509252721365738e-02,3.557133115120328370e-01
-1.770957703891307827e-02,2.836642707440789057e-01
-2.838255507958482166e-02,2.189580796479667357e-01
1.054546261925010109e-02,2.169180005828063029e-01
7.530509300334432832e-02,1.833928268326846522e-01
8.566827943446964078e-02,1.499176488363433424e-01
1.705743860896244968e-01,1.585290054594145626e-01
1.929223264180822683e-01,1.970479872212419492e-01
1.929223264180822683e-01,1.970479872212419492e-01
2.429864229214218907e-01,1.821676317071458384e-01
2.587601704069517616e-01,1.675327617793511692e-01
2.994201896711712330e-01,8.580545572890761752e-02
3.057200601325403833e-01,5.595467601010624403e-02
3.235381833822085218e-01,1.717249360067518021e-02
3.005895338167474673e-01,-9.870821740090355428e-03
4.638040093601979441e-01,5.570774760130679792e-02
4.250805925534199003e-01,9.341129440910912740e-02
4.193894611789487081e-01,5.042326262435289225e-02
4.052481240643729388e-01,2.513610071675347057e-02
4.177312766609281858e-01,6.286425425608779122e-03
4.324224667865703697e-01,6.510550175963195074e-02
4.736077424648476031e-01,2.077201227137046025e-03
4.608040480970223562e-01,3.915883013310340194e-02
4.834641939610008210e-01,7.403620687703164893e-02
5.229537372145185437e-01,4.792822199655290272e-02
5.774347571314807359e-01,4.000637622640329516e-02
5.542012619525541472e-01,1.448972311468265661e-01
5.518011253686700979e-01,1.165378162161884168e-01
6.121105022540183072e-01,1.152739150223532905e-01
6.003403566896974297e-01,1.621014365017406644e-01
6.021987199711816841e-01,2.088726671428881021e-01
5.909001722453128824e-01,1.740109413003534666e-01
7.221276774277348709e-01,2.410872548598662346e-01
7.177283740571651638e-01,2.933861475777018724e-01
7.638431934897145226e-01,2.712742546469008587e-01
7.903725038193529784e-01,1.974603588252895059e-01
8.968286989448779334e-01,1.931835280090411500e-01
9.448799893736147260e-01,1.360833012433901590e-01
9.099394997041815314e-01,1.460409427394843696e-01
8.377548192691498530e-01,1.514444044675373746e-01
8.753833940384763146e-01,1.599942918881143705e-01
8.409575759658735050e-01,1.421375104492882402e-01
8.253150101935396998e-01,1.588099882427404519e-01
8.758525068386926460e-01,2.069141348798052560e-01
8.148419107917882487e-01,2.533357001432908762e-01
8.266179252521212995e-01,1.520196474054837932e-01
7.314082430677090185e-01,1.513802645064071528e-01
6.964954723802200265e-01,1.916660287452412736e-01
7.046538741362410319e-01,2.435921464507291301e-01
6.895020359368916330e-01,2.828111249465648513e-01
7.580421100161421899e-01,3.436933295708590741e-01
7.663330571493399690e-01,2.871107977314170112e-01
7.638654378698797043e-01,3.442374642558785336e-01
7.638654378698797043e-01,3.442374642558785336e-01
7.890702216020509807e-01,4.010749078941793777e-01
8.692875932917396575e-01,4.566039237696161712e-01
7.749385234027583724e-01,4.424601127366691866e-01
7.288935718435728406e-01,4.637531801970908307e-01
6.473205938446886520e-01,4.164672314737782322e-01
6.564247495065511639e-01,4.354252410972104248e-01
6.777880055165801387e-01,3.775948286037912327e-01
6.035667774301325395e-01,3.733630092422534630e-01
5.880860349585501634e-01,2.886609619767814827e-01
5.746388755381920399e-01,3.432978433139353136e-01
5.967231356964931566e-01,3.556250485000813089e-01
6.714604113942541641e-01,3.531313635766524794e-01
7.173620038306322000e-01,2.391550983436213640e-01
6.986364288418847046e-01,2.254530858687767703e-01
6.818924270786551611e-01,1.841284822473485405e-01
7.169489169867746536e-01,2.036273527543183692e-01
6.734015334600933489e-01,1.366006053791337660e-01
6.285612145268019146e-01,9.297893331968865027e-02
7.088654179090017049e-01,3.016508506882784046e-02
7.331824677922796907e-01,5.335634082920565069e-03
7.194923260556056466e-01,-8.915408878318665728e-03
7.225431273730342774e-01,8.595229582462235451e-02
7.225431273730342774e-01,8.595229582462235451e-02
6.370935268101386439e-01,1.073344796884370816e-01
6.614062805293924319e-01,5.479282094115915658e-02
7.567694559896069872e-01,4.594435422399809066e-02
7.995792644601775745e-01,1.352401067527006229e-01
8.149700151379943858e-01,1.670736038107674959e-01
8.462642492468408495e-01,2.070636794023455463e-01
7.815240082077226091e-01,2.827129449729798849e-01
7.379339501868095175e-01,3.009179487782806528e-01
8.088493236831063582e-01,2.303873484723500953e-01
8.945338946152691095e-01,2.373450770990529202e-01
8.847339274567619372e-01,2.315979828192890055e-01
8.290693618323693448e-01,1.828729420624655710e-01
8.036006519160945327e-01,1.603247446607804771e-01
8.312320944622704211e-01,1.766940541859322034e-01
8.435933679657353634e-01,1.242160908680017273e-01
7.505846102776458917e-01,1.124792000173079343e-01
7.226581241425891200e-01,7.772120058129811104e-02
7.424794452318040916e-01,1.002009243587113907e-01
7.379206997780156652e-01,2.993477661973763249e-02
6.764971364419366529e-01,3.270702638002841167e-02
7.005953858642246512e-01,1.121232494483640971e-02
6.127793725074319742e-01,-6.773082683761891265e-02
6.171284110243198118e-01,-1.045053313722466570e-01
6.609113499267230685e-01,-1.380831827083886520e-01
6.431597293822665096e-01,-1.740006256932526141e-01
6.783704644779617876e-01,-2.163139767866135987e-01
6.858777975448668851e-01,-1.882088347849640575e-01
6.679006161747282899e-01,-2.176722610777397371e-01
6.686571700421560793e-01,-1.891526783176859516e-01
6.551352434800857827e-01,-2.674170663329431541e-01
7.472413488745053289e-01,-2.434556887494453981e-01
7.102112665657128732e-01,-2.179949655879467318e-01
6.873159783159908942e-01,-1.696582995707213715e-01
6.821209926959375114e-01,-1.390185405079868153e-01
6.189952022325122538e-01,-8.117594239664129019e-02
5.073315995442784221e-01,-2.349585190629869397e-02
4.906581669923709144e-01,-1.001387752938199920e-02
4.899454164770146725e-01,2.034376304564384369e-02
4.093827350869062021e-01,4.414788753455407833e-02
4.566725523978635848e-01,6.011217424240353907e-02
4.482353854832780149e-01,5.413826543876611858e-02
4.852673649597046834e-01,1.186718552175358155e-01
5.312846654773011323e-01,9.336008845741718132e-02
4.529727814870498914e-01,9.439411399490722776e-02
4.365930874120536043e-01,1.316566694271174565e-01
4.909573082919908016e-01,1.004459856529133638e-01
4.458151003402014423e-01,9.806599435565929723e-03
3.698191900652663677e-01,3.647076097429005799e-03
2.885875365592708297e-01,-1.196912259764923089e-02
2.972774169466144145e-01,-5.566081748385603989e-04
3.758837337702216619e-01,-1.922936824570941131e-02
3.758837337702216619e-01,-1.922936824570941131e-02
3.856434994757593770e-01,-5.119972720663867535e-03
4.328799074904732258e-01,1.495034539400392527e-02
4.604867206975624683e-01,-1.782877417139602794e-02
5.178560249419862371e-01,-4.999148023081272790e-02
5.257651999843465651e-01,-3.091056827582183003e-02
5.568920593715926959e-01,-3.098907526207408947e-03
5.604626520673583467e-01,-7.228330681613526730e-03
5.094710950255593174e-01,-8.440826649025495731e-02
4.750982380920111270e-01,-2.015627173035348940e-02
4.652977221423601484e-01,-3.972375641870230789e-02
4.752089818069582527e-01,1.603463828260023177e-02
4.357603673767113106e-01,1.492106411514591488e-02
3.047851132144232533e-01,1.087687802896889627e-02
3.156928431354624753e-01,2.453463023673514015e-02
4.035355801335694936e-01,5.708141410606062255e-02
3.953149876331985557e-01,7.359860359662759310e-02
4.764062777105112501e-01,1.369666126752051294e-01
5.277231802316219023e-01,9.489679570858397528e-02
5.201677916236276955e-01,5.758516382358339764e-02
5.106471979341496992e-01,-4.153475710980569086e-02
5.553596482825486902e-01,-2.779448390204071820e-02
4.182990366866671250e-01,-1.943888033653400071e-02
4.363837916551511764e-01,-4.872666597489426488e-02
4.755413486722759320e-01,-2.242400331176147218e-02
4.566955978480476408e-01,-3.879150132789128957e-02
4.879643106424054744e-01,-5.853337746039100065e-02
4.993217325199695855e-01,-8.934255773806305811e-02
6.181525653787451891e-01,-1.286841932913939668e-01
6.231385576846225627e-01,-1.376905127902191550e-01
6.172291775043166062e-01,-1.594949804076488120e-01
6.862451562333041766e-01,-6.660868896022975605e-02
6.815722255607825630e-01,-4.667147671527045738e-02
7.197806154508066268e-01,3.562845118566372593e-02
7.946240303506703073e-01,9.749257049267709418e-02
7.960973162829713123e-01,2.485750935319107346e-02
8.151465443140946121e-01,5.285559270368813539e-02
8.081861360977994346e-01,-6.680580089503090901e-03
7.793603528933474855e-01,3.708910360213860807e-02
7.992276892202909711e-01,1.149974213527859002e-01
7.511482568515105429e-01,8.829091803196939536e-02
7.768640785781518732e-01,4.972171646126152811e-02
7.738110768481983870e-01,6.059797054373795844e-02
8.353992123191591457e-01,4.201436128828977407e-02
8.593005591513306340e-01,9.238998035805782993e-02
8.756986878375717653e-01,8.054502265868652977e-02
9.522099868288571578e-01,1.268752429283114269e-01
9.901752153957031899e-01,1.082759549736279220e-01
1.114954176788445439e+00,1.206053128455049778e-01
1.075928234122786709e+00,7.709469864614834633e-02
1.054071806271836609e+00,8.436998142577138704e-02
1.117441565413292981e+00,7.983337689841439599e-02
1.143429149305263515e+00,6.812021402046161689e-02
1.155782365561938585e+00,2.182528382660459954e-01
1.144994295634331971e+00,1.805744036758706872e-01
1.265234534397633892e+00,1.563603671839472187e-01
1.156653506387599561e+00,1.982896358873346143e-01
1.132435209705872525e+00,1.223948677389750245e-01
1.113078406880715576e+00,5.596303091963378273e-02
1.069266123089620990e+00,3.374133651611269102e-02
1.084395600351519384e+00,6.579478263561397422e-02
1.125025335238948099e+00,6.460655324047612225e-02
1.199048583556497460e+00,4.001473347018481841e-02
1.161166839951981888e+00,9.690601821452163311e-04
1.192260343576531989e+00,1.010754767456572677e-03
1.118985765836880475e+00,-2.504781655158771006e-02
1.166064546999883156e+00,-3.637917535310619677e-03
1.255823685156184144e+00,1.835784302714574268e-02
1.320900736825687094e+00,-2.387527342295769905e-02
1.263078946969804717e+00,2.164606737423893645e-02
1.281846436996319838e+00,1.199569219501044580e-02
1.274164226818798484e+00,6.157635432312868334e-02
1.259045906259605996e+00,1.149955813188372894e-01
1.276667988959589994e+00,1.383784822533553616e-01
1.346682755617415017e+00,1.185649473253630876e-01
1.389532023009114381e+00,1.535217770537120330e-01
1.375771764738686675e+00,2.090637252978961858e-01
1.418459062616944655e+00,3.078366016557899654e-01
1.381362399661238083e+00,2.468005930364466083e-01
1.348026184032465435e+00,2.552980190213364198e-01
1.390889435533243512e+00,1.960688510583069588e-01
1.405113558683068753e+00,2.792632546787304770e-01
1.401737003013032723e+00,2.676292270807577589e-01
1.338512382689420521e+00,3.095276691796295943e-01
1.326135719306667848e+00,3.352742007218151299e-01
1.273144334803486100e+00,3.692247972611567564e-01
1.194571853974163878e+00,3.101846431788009006e-01
1.157500474879836760e+00,2.172074114910285680e-01
1.168436295769541777e+00,2.940065728728941119e-01
1.211235429400286057e+00,3.496009771202530647e-01
1.249464133706058355e+00,2.940450700926445782e-01
1.208600951048137473e+00,3.629612165542734359e-01
1.220298979539359507e+00,3.959768772800448811e-01
1.206211162929092362e+00,4.741180405622323901e-01
1.144210861494795672e+00,5.105871273146340705e-01
1.137541230034603279e+00,4.337346195784894110e-01
1.145329433769553873e+00,4.835371501131457972e-01
1.194752551137221674e+00,5.139160252552009700e-01
1.183621536072578140e+00,5.054186226922340319e-01
1.134111337387393004e+00,5.258012581034172683e-01
1.148478345262221145e+00,5.747836013181900627e-01
1.221905040374317686e+00,5.672842277505527608e-01
1.192112911624972016e+00,6.456667152736264015e-01
1.176356253137968766e+00,6.314667181092823434e-01
1.271033910197060912e+00,6.575577543567936445e-01
1.170671498993870463e+00,6.883763078004357938e-01
1.168853805429666215e+00,6.531667405768007972e-01
1.200123205704954676e+00,6.560950889608965220e-01
1.152052095626670214e+00,6.201479504528102371e-01
1.095450936199107161e+00,6.238716991243645760e-01
1.103646216716948070e+00,6.242459959611073028e-01
1.103121845286414882e+00,5.629021499003817874e-01
1.040824879163476657e+00,6.863497427929083905e-01
9.975767817391110182e-01,6.722011197744987010e-01
9.487825045663849099e-01,7.063561546527996615e-01
8.881676478852759127e-01,7.206755395898368777e-01
9.227149505323734013e-01,7.376207361286419850e-01
1.018332411411973393e+00,7.971381217654566198e-01
1.055686198523779318e+00,8.565839791770392120e-01
1.088218479942136163e+00,9.196392931242648450e-01
1.077389593842287940e+00,9.538208819880843459e-01
1.023896303459241874e+00,9.389950661058180659e-01
1.054702835488802393e+00,9.707444958806543678e-01
1.066896650422318515e+00,1.018719988868706627e+00
1.079590620283228830e+00,1.050307229223016892e+00
1.191907497664001614e+00,1.066369367986969019e+00
1.236348270710203590e+00,1.033124807279512947e+00
1.304992280462488718e+00,1.052429455127186442e+00
1.327884372998469065e+00,1.111080276354606822e+00
1.373974343576114032e+00,1.150539563142751742e+00
1.461192049462740394e+00,1.219301315584803147e+00
1.447956211051377284e+00,1.322525131424700628e+00
1.524176128026758947e+00,1.340824220409982948e+00
1.455949678874957298e+00,1.261217603703083778e+00
1.392951587430657057e+00,1.247778661896469909e+00
1.343320835382961542e+00,1.246938069555307838e+00
1.343400849887895987e+00,1.332813815992402118e+00
1.321319372656362567e+00,1.278089761938453250e+00
1.377940027349794816e+00,1.176421600773202458e+00
1.380385367313564426e+00,1.305994944334658792e+00
1.358935189915662312e+00,1.275069142412911471e+00
1.402615377126134488e+00,1.303385340726130215e+00
1.334005297129221779e+00,1.354708165629449734e+00
1.307814368945770411e+00,1.360782306133031527e+00
1.308083447838343627e+00,1.319043179252524567e+00
1.313417888258683108e+00,1.352706915339812133e+00
1.312123571376005549e+00,1.308633250419111382e+00
1.274295908673646061e+00,1.304739547785126685e+00
1.198888730726533680e+00,1.284487139074525164e+00
1.137048986201732337e+00,1.227439914681201616e+00
1.154716788738414435e+00,1.262528177093083626e+00
1.077912804886503206e+00,1.341537360406808155e+00
1.089603054905094570e+00,1.313423300356543200e+00
1.102530983443409829e+00,1.345215877592185860e+00
1.187934710461602039e+00,1.307311940102905856e+00
1.285779919235894964e+00,1.255825760218601816e+00
1.195011942002802252e+00,1.229680084943438612e+00
1.269914108772297379e+00,1.230881888857753959e+00
1.260933920867852720e+00,1.192687359249341883e+00
1.270465324674199925e+00,1.249130983881679313e+00
1.239292943967258198e+00,1.291994460991138238e+00
1.188652162075211516e+00,1.255093581567154892e+00
1.276544604335040800e+00,1.330898017907501396e+00
1.260660034825018538e+00,1.400746446243289478e+00
1.341458617049869906e+00,1.352274590374959784e+00
1.360330824075891343e+00,1.322308235242029895e+00
1.276705272132395264e+00,1.292086550291954516e+00
1.245037868607325349e+00,1.222592379188347289e+00
1.202899998152531902e+00,1.231990423014162950e+00
1.186134905462267408e+00,1.347306088762987297e+00
1.186134905462267408e+00,1.347306088762987297e+00
1.140803297257498405e+00,1.294221567547585661e+00
1.105496195411566740e+00,1.205937338359366340e+00
1.104231115983418832e+00,1.174918274590142531e+00
1.035178242876727550e+00,1.207551212778484651e+00
1.115605954713660308e+00,1.196301645073926334e+00
1.191843870000102612e+00,1.174981474746365384e+00
1.280623271650801032e+00,1.208075750916567159e+00
1.352529248976205967e+00,1.193380012140139224e+00
1.283180933825087466e+00,1.152429606317184607e+00
1.260851282312243749e+00,1.139161891166942553e+00
1.240412683070136302e+00,1.229473618084268027e+00
1.214862221326179270e+00,1.161099750245421891e+00
1.261496401807279399e+00,1.244501172172666426e+00
1.246053587289983389e+00,1.316866452354332528e+00
1.270861668834423863e+00,1.186994726543395107e+00
1.178224938250324927e+00,1.248602902748925825e+00
1.146806139454860984e+00,1.246554110843526075e+00
1.145224124123800813e+00,1.192852412459925127e+00
1.098695083875572021e+00,1.239872415760314706e+00
1.083062923580965231e+00,1.304127967196238913e+00
1.037756361913146685e+00,1.253734538294464684e+00
1.032286344350612506e+00,1.260637550123126172e+00
1.037921269802960733e+00,1.304681423675411400e+00
9.989680357560880575e-01,1.337290138334855660e+00
9.540867869655028644e-01,1.340235178000847682e+00
8.706606446459630444e-01,1.397852815904436774e+00
8.853489090251671634e-01,1.418492071752888162e+00
8.011941787040911533e-01,1.422658904424864756e+00
8.190165320804334570e-01,1.414156905188641788e+00
8.355122035709737771e-01,1.396559201933341265e+00
8.338277199857506705e-01,1.418374723465456233e+00
7.953164100635664591e-01,1.419974198581885672e+00
7.767883224201831416e-01,1.385620688681392432e+00
7.767883224201831416e-01,1.385620688681392432e+00
7.963962126993104906e-01,1.377141230997934729e+00
9.008158684025711072e-01,1.374222625409738940e+00
9.273444004264197460e-01,1.339646919337730058e+00
9.273444004264197460e-01,1.339646919337730058e+00
9.074719354869494881e-01,1.353319851821794151e+00
9.280095252242719361e-01,1.273852550030983410e+00
8.624262301308774914e-01,1.220489798827505634e+00
8.692364063246387218e-01,1.298654486224711579e+00
8.672136680249969976e-01,1.308219455151852895e+00
9.037230428065818888e-01,1.311026811434521155e+00
9.000035835818055441e-01,1.306313494371827977e+00
9.122306436533998975e-01,1.415142680086829641e+00
9.722809700915036046e-01,1.426137511399381275e+00
9.225364492763092894e-01,1.365593391167749138e+00
9.282297939627988104e-01,1.286954249519774329e+00
9.427978765273438144e-01,1.285876132532046023e+00
9.944984392457352218e-01,1.298096770492545904e+00
9.848689830271158963e-01,1.323092852570616929e+00
9.400938604210489213e-01,1.387408208651057073e+00
1.002757643960040301e+00,1.381799300263066854e+00
1.075389707790734617e+00,1.435646103831056841e+00
1.082970103309311094e+00,1.468039516268837996e+00
1.160362906748911627e+00,1.502814540291199430e+00
1.224119628550971894e+00,1.580518913950910154e+00
1.253387495290751996e+00,1.563029847355543955e+00
1.245638518297235375e+00,1.546992068329780423e+00
1.289009902864583390e+00,1.502886703672644542e+00
1.268777363119487189e+00,1.472828156691982748e+00
1.321261714069946969e+00,1.390698749972722137e+00
1.355990210233666282e+00,1.244876640736282125e+00
1.347099654802110580e+00,1.175021694094757763e+00
1.321926477001980516e+00,1.137529687442051740e+00
1.302003648485827947e+00,1.108414580870553667e+00
1.268397621710354750e+00,1.072671465171861405e+00
1.249412005824463323e+00,1.040675072555460545e+00
1.217063283293842169e+00,1.014690644046656542e+00
1.278695081889677843e+00,1.014685505316486491e+00
1.382464885671852883e+00,1.043846275257375833e+00
1.374275194220569762e+00,1.017773948837749742e+00
1.346401653185641090e+00,9.769453167856536613e-01
1.473503352171421366e+00,9.002982089307622893e-01
1.468605266270218257e+00,9.563004931773376738e-01
1.415317950640438971e+00,9.837625670987749649e-01
1.382405035331675691e+00,9.715018120509156807e-01
1.499848833852387209e+00,8.237822820968796478e-01
1.564471242988311195e+00,8.838130795295904285e-01
1.495900283026098121e+00,9.342186276299666581e-01
1.415019767189383826e+00,8.837313937247672779e-01
1.415598822958316738e+00,8.424325755193593501e-01
1.464111578724749618e+00,8.495360988160127746e-01
1.460337461066694376e+00,9.001621305565282727e-01
1.492736931643483311e+00,8.708001768755900818e-01
1.561538901413392910e+00,9.385836097869545425e-01
1.613767110471245658e+00,9.906862306904471449e-01
1.677400356850153651e+00,9.875072628069408998e-01
1.611661640887570579e+00,1.076553061017249568e+00
1.611935169787839239e+00,1.080872992854705172e+00
1.653423225864999235e+00,1.154283776478144619e+00
1.628074000418706646e+00,1.275459082651485776e+00
1.652631001509254460e+00,1.326745665805612484e+00
1.684315858882418304e+00,1.320633469226187851e+00
1.721612128235167294e+00,1.323303501662468351e+00
1.787466598446269872e+00,1.151500382179067250e+00
1.695744476817564905e+00,1.061624254422800728e+00
1.635904800121754432e+00,9.229003922908386448e-01
1.692662173093591349e+00,9.254822784071815578e-01
1.767881414971435694e+00,8.304803821798916186e-01
1.847737463720543261e+00,7.847966653118424452e-01
1.858921438041752916e+00,8.242378453641011626e-01
1.938493214661627162e+00,8.204645965262389318e-01
1.954361925470059935e+00,8.449208146142356268e-01
1.969880322857432642e+00,8.047656563988433431e-01
2.037181014003750068e+00,8.249949301124159806e-01
2.127377743626300610e+00,7.728814523795104474e-01
2.175026557054346554e+00,8.268623684820601838e-01
2.218914129035541194e+00,7.942396533028210914e-01
2.241850306156072836e+00,8.666455363550691349e-01
2.346744607588577392e+00,8.906121050383286608e-01
2.315363808027537829e+00,8.484881508258934613e-01
2.283660990208107311e+00,8.696039101204658950e-01
2.165814155413283704e+00,8.934897091256833734e-01
2.065808364131271890e+00,9.007240678565768821e-01
2.102392858496092476e+00,9.701237279920816858e-01
2.145731814525292602e+00,9.994187555378846177e-01
2.145278383018184520e+00,1.008684481342325689e+00
2.145278383018184520e+00,1.008684481342325689e+00
2.125790563536258837e+00,9.383022407745732485e-01
2.154529430539811941e+00,8.953668839713081473e-01
2.168759324540519895e+00,9.370166798945143150e-01
2.128157105265200855e+00,9.186954654424375200e-01
2.079962695799328909e+00,9.812401548770270931e-01
2.029871687823117998e+00,9.535525448041962671e-01
2.029111948983275404e+00,1.044256104809797581e+00
2.019275857237554206e+00,9.788685264248079276e-01
2.010157767129575390e+00,9.479171013882676800e-01
1.993315884047067943e+00,8.346259538556978219e-01
1.952476197682604386e+00,8.209836140386974623e-01
1.887389426785540003e+00,8.263872951497837072e-01
1.864465503736333352e+00,8.771321578466846347e-01
1.803260082174964918e+00,8.830898662469762739e-01
1.774459383338977014e+00,8.955104694247003616e-01
1.832279558842036638e+00,8.224386617740502281e-01
1.813967558070909813e+00,8.815607433286976047e-01
1.895722962136026313e+00,8.715040457928630024e-01
1.897451432983456643e+00,8.028993836362194880e-01
1.935322360472472747e+00,7.264532412241403447e-01
1.894950521900377272e+00,8.035430076069668415e-01
1.854604728843058714e+00,8.603088287338208628e-01
1.782237873220808844e+00,8.169715590665985738e-01
1.815639056651165317e+00,7.794953543849176825e-01
1.795837693507769783e+00,6.860797888279603907e-01
1.830677939233572804e+00,7.092583738512238112e-01
1.752839616177169990e+00,6.558760952582556314e-01
1.765817129262670759e+00,5.910421541827216574e-01
1.709405587013133720e+00,5.563233658993939068e-01
1.698142372151400625e+00,5.011424139121092303e-01
1.775081236704810106e+00,6.063379618332206400e-01
1.791253627493727629e+00,5.438360723427824173e-01
1.773344672654636245e+00,5.880449454122477215e-01
1.801387216793512103e+00,5.700606298408147365e-01
1.911151469977549144e+00,5.056093684592677384e-01
1.803448166774819672e+00,4.795720158743019268e-01
1.777383297021603248e+00,4.681537362422203419e-01
1.750338733884036380e+00,4.326666398102062550e-01
1.773835587904644129e+00,4.383703481649033895e-01
1.851884888397914208e+00,4.034708376887157777e-01
1.978654138982014921e+00,4.502435727504467966e-01
2.015059837399775677e+00,5.078015752063943511e-01
